url,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total,remote_ip,remote_port
www.jw.org,0.0,89.952,68.669,90.0,0.0,10131.319,10131.442,92.122.78.123,80
www.rightmove.co.uk,0.0,31.99,5.084,32.04,0.0,59.278999999999996,59.314,185.220.161.23,80
www.itmedia.co.jp,0.0,788.745,529.31,788.803,0.0,1050.681,1050.849,54.64.50.158,80
www.boyfriendtv.com,0.0,15.710999999999999,4.8919999999999995,15.754000000000001,0.0,51.532000000000004,51.642,172.67.9.47,80
www.nhentai.net,0.0,16.948,6.33,17.034,0.0,39203.462999999996,39203.622,104.27.206.92,80
www.zdnet.com,0.0,23.251,5.2170000000000005,23.286,0.0,42.0,42.092999999999996,199.232.194.154,80
www.jstor.org,0.0,23.436,5.475,23.52,0.0,42.446,42.609,151.101.0.152,80
www.hurriyet.com.tr,0.0,24.756,5.609,24.862,0.0,44.790000000000006,44.93,89.187.169.43,80
www.cdek.ru,0.0,68.982,54.099000000000004,69.088,0.0,85.653,85.80799999999999,91.206.127.236,80
www.xhamster.desi,0.0,21.978,7.742,22.069,0.0,225.982,226.107,172.67.202.84,80
www.vnexpress.net,0.0,470.388,220.53300000000002,470.454,0.0,720.611,720.7249999999999,111.65.249.59,80
www.ixl.com,0.0,9.844999999999999,6.407,9.889999999999999,0.0,439.975,440.07099999999997,104.18.191.254,80
www.irs.gov,0.0,127.726,34.261,127.775,0.0,228.358,228.41400000000002,23.209.72.203,80
www.notion.so,0.0,10.235,5.314,10.274999999999999,0.0,32.266999999999996,32.344,172.64.148.154,80
www.espncricinfo.com,0.0,48.091,43.988,48.224999999999994,0.0,91.344,91.399,2.22.240.200,80
www.dns-shop.ru,0.0,22.821,5.431,22.877000000000002,0.0,40.594,40.69,185.65.148.196,80
www.remove.bg,0.0,9.691999999999998,5.423,9.77,0.0,26.776999999999997,26.855,104.18.34.156,80
www.auvik.com,0.0,14.328999999999999,10.024999999999999,14.402999999999999,0.0,310.114,310.278,141.193.213.20,80
www.ynet.co.il,0.0,14.290000000000001,10.523,14.382000000000001,0.0,26.630000000000003,26.695,104.81.13.193,80
www.faphouse.com,0.0,12.269,8.415000000000001,12.426,0.0,104.13799999999999,104.26100000000001,172.64.151.237,80
www.kwimgs.com,0.0,605.571,366.459,605.645,0.0,1099.231,1099.807,103.107.217.18,80
www.zoom.com,0.0,8.042,4.766,8.073,0.0,29.145,29.232,170.114.78.80,80
www.ertelecom.ru,0.0,90.53,76.70200000000001,90.613,0.0,107.667,107.774,91.221.164.66,80
www.studocu.com,0.0,37.022,5.5329999999999995,37.083999999999996,0.0,69.14399999999999,69.316,99.80.39.60,80
www.vice.com,0.0,23.677,6.96,23.736,0.0,41.412,41.564,192.0.66.177,80
www.cricbuzz.com,0.0,34.981,15.593,35.071999999999996,0.0,68.61,68.66600000000001,2.21.133.179,80
www.sportingbet.com,0.0,56.921,42.65,56.964,0.0,343.793,356.871,104.16.99.49,80
www.mercadolibre.com.mx,0.0,180.233,145.568,180.29700000000003,0.0,215.308,215.464,52.222.144.106,80
www.fb.watch,0.0,34.916000000000004,21.65,34.952999999999996,0.0,48.776,48.807,157.240.252.10,80
www.gazzetta.it,0.0,22.384999999999998,4.834,22.466,0.0,51.333,51.381,199.232.198.133,80
www.varzesh3.com,0.0,60.074000000000005,5.821,60.161,0.0,114.459,114.521,185.143.233.120,80
www.cookpad.com,0.0,68.58200000000001,35.095,68.685,0.0,132.89000000000001,132.948,216.137.52.23,80
www.furaffinity.net,0.0,14.31,5.093,14.353,0.0,39.97,40.096,172.67.40.182,80
www.blooket.com,0.0,23.807,6.038,23.885,0.0,142.987,143.104,185.199.108.153,80
www.acesso.gov.br,0.0,613.305,406.829,613.377,0.0,819.757,819.804,189.9.177.20,80
www.digikala.com,0.0,92.262,65.641,92.3,0.0,119.38300000000001,119.55,185.188.105.10,80
www.magazineluiza.com.br,0.0,366.65500000000003,349.02,366.728,0.0,387.787,387.91999999999996,179.191.182.65,80
www.fdown.net,0.0,24.105,14.73,24.145,0.0,51.18000000000001,51.515,104.26.6.202,80
www.excite.co.jp,0.0,258.005,224.89600000000002,258.11400000000003,0.0,292.372,292.44,18.161.97.25,80
www.trustarc.com,0.0,46.493,41.997,46.537,0.0,215.21599999999998,215.273,141.193.213.21,80
www.ixbt.com,0.0,27.634,7.9670000000000005,27.722,0.0,60.344,60.433,91.208.42.67,80
www.bet365.com,0.0,12.014000000000001,5.33,12.049000000000001,0.0,60.289,60.41,5.226.179.10,80
www.dhl.com,0.0,16.653000000000002,12.031,16.715,0.0,2034.815,2034.897,104.81.1.67,80
www.sciencedaily.com,0.0,72.041,38.781000000000006,72.129,0.0,107.24000000000001,107.345,3.164.182.10,80
www.livescore.com,0.0,16.451,4.4159999999999995,16.497,0.0,30.518,30.602,34.117.66.109,80
www.txnhh.com,0.0,7.194,3.914,7.289000000000001,0.0,58.09,58.15,172.64.149.22,80
www.meetup.com,0.0,54.368,36.966,54.458,0.0,73.056,73.131,151.101.2.217,80
www.missav.com,0.0,17.214,7.882999999999999,17.311,0.0,53.405,54.559999999999995,104.26.14.15,80
www.xvv1deos.com,0.0,8.465,5.085,8.505,0.0,55.759,55.834,104.18.32.65,80
www.youporn.com,0.0,25.204,5.257000000000001,25.238,0.0,46.778,46.818,66.254.114.79,80
www.zhihu.com,0.0,40.051,19.604,40.143,0.0,61.98,62.038999999999994,43.175.162.100,80
www.lichess.org,0.0,32.08,4.8580000000000005,32.164,0.0,59.443999999999996,59.598,37.187.205.99,80
www.fanfiction.net,0.0,9.495,4.988,9.533,0.0,24.058,24.119999999999997,104.18.19.242,80
www.divar.ir,0.0,43.41,27.311,43.5,0.0,63.95000000000001,64.083,185.166.104.3,80
www.mundodeportivo.com,0.0,35.352000000000004,16.240000000000002,35.435,0.0,56.038,56.088,23.218.49.44,80
www.ddns.net,0.0,183.782,22.166999999999998,183.938,0.0,344.645,344.719,158.247.7.206,80
www.fetlife.com,0.0,27.154,23.162,27.205,0.0,62.945,63.072,104.18.2.224,80
www.tencent.com,0.0,24.187,4.965,24.222,0.0,45.129000000000005,45.18,43.159.119.252,80
www.ukr.net,0.0,17.875,5.57,17.971,0.0,57.209999999999994,57.277,35.186.218.67,80
www.cox.net,0.0,241.341,121.23599999999999,241.446,0.0,364.0,364.06,98.182.1.143,80
www.esportesdasorte.com,0.0,59.576,25.658,59.662,0.0,94.503,94.685,52.222.144.13,80
www.mhverifier.ru,0.0,230.45399999999998,186.045,230.52,0.0,632.848,633.0219999999999,89.108.117.48,80
www.rule34video.com,0.0,29.608,9.212,29.648999999999997,0.0,51.396,51.46,190.115.31.243,80
www.marktplaats.nl,0.0,60.461,26.05,60.562999999999995,0.0,96.058,96.21300000000001,54.230.112.17,80
www.tribunnews.com,0.0,161.855,41.546,161.956,0.0,282.823,282.972,18.66.161.73,80
www.areteup.com,0.0,190.49699999999999,175.012,190.62599999999998,0.0,588.272,588.461,163.171.128.241,80
www.betnacional.com,0.0,39.656,29.211000000000002,39.733,0.0,82.387,82.52900000000001,104.18.19.131,80
www.livedoor.com,0.0,273.389,25.85,273.493,0.0,524.251,524.3879999999999,147.92.184.22,80
www.redtube.com,0.0,23.811,5.019,23.886,0.0,43.492999999999995,43.547000000000004,66.254.114.238,80
www.hepsiburada.com,0.0,54.632,44.974,54.731,0.0,75.69,75.793,104.121.146.44,80
www.7games.bet,0.0,12.248999999999999,8.084,12.327,0.0,35.538,36.074000000000005,104.18.35.141,80
www.fr.de,0.0,26.409,4.923,26.46,0.0,49.077999999999996,49.144,91.234.30.212,80
www.indiamart.com,0.0,37.568,24.41,37.657999999999994,0.0,260.602,260.741,35.190.37.46,80
www.hln.be,0.0,15.218,11.124,15.318999999999999,0.0,36.272999999999996,36.338,2.22.240.9,80
www.mashable.com,0.0,11.059,7.5329999999999995,11.114,0.0,45.937,46.129999999999995,104.18.42.17,80
www.tabor.ru,0.0,66.28699999999999,9.623,66.38199999999999,0.0,123.152,123.269,185.12.125.94,80
www.strpst.com,0.0,19.677,10.494,19.782999999999998,0.0,72.381,72.5,104.17.11.106,80
www.richaudience.com,0.0,99.982,56.217000000000006,100.059,0.0,144.94299999999998,144.998,62.36.229.31,80
www.ucla.edu,0.0,238.85700000000003,202.574,238.933,0.0,274.705,274.8,3.160.196.26,80
www.googleapis.cn,0.0,21.916999999999998,4.008,21.984,0.0,141.563,141.708,142.251.143.35,80
www.lwsdns.com,0.0,118.608,88.0,118.717,0.0,153.59300000000002,182.052,185.98.131.143,80
www.umn.edu,0.0,239.014,120.474,239.11499999999998,0.0,362.35,362.505,134.84.223.68,80
www.megafon.ru,0.0,103.795,40.201,103.878,0.0,168.022,168.118,85.26.148.161,80
www.idealista.com,0.0,22.388,5.027,22.44,0.0,40.729,40.766,199.232.198.137,80
www.milliyet.com.tr,0.0,75.136,16.644,75.214,0.0,134.17399999999998,134.314,195.244.33.246,80
www.ebay.it,0.0,23.226,19.911,23.319,0.0,107.08,107.169,104.121.145.87,80
www.nic.io,0.0,133.082,128.298,133.153,0.0,334.035,334.195,75.2.38.108,80
www.pluto.tv,0.0,140.721,37.753,140.861,0.0,245.688,245.726,34.236.196.184,80
www.meesho.com,0.0,84.545,64.207,84.619,0.0,472.871,472.922,2.21.133.242,80
www.argos.co.uk,0.0,15.647999999999998,11.468,15.727000000000002,0.0,100.991,101.142,2.22.240.99,80
www.cnnbrasil.com.br,0.0,57.043000000000006,41.282,57.131,0.0,73.52300000000001,73.619,192.0.66.182,80
www.merkur.de,0.0,24.823,3.702,24.858999999999998,0.0,58.653999999999996,58.717,193.218.202.89,80
www.4chan.org,0.0,15.995,6.326,16.099,0.0,45.566,45.678000000000004,104.19.142.99,80
www.calculator.net,0.0,97.79400000000001,4.433000000000001,97.881,0.0,193.456,194.87699999999998,69.10.42.201,80
www.ladepeche.fr,0.0,43.437000000000005,4.942,43.485,0.0,82.13900000000001,82.193,212.95.74.60,80
www.coomer.su,0.0,74.641,55.498,74.693,0.0,96.508,96.588,190.115.31.47,80
www.about.com,0.0,415.279,392.849,415.409,0.0,468.489,468.66799999999995,151.101.2.137,80
www.coolmathgames.com,0.0,24.808,20.232,24.835,0.0,54.382,54.504999999999995,172.64.151.96,80
www.makemytrip.com,0.0,27.201,22.547,27.289,0.0,39.653,39.786,88.221.221.49,80
www.spectrum.com,0.0,142.435,138.299,142.538,0.0,1161.423,1161.568,23.63.121.22,80
