address_v4,address_v6,asn_v4,asn_v6,country_code,description,firmware_version,first_connected,geometry,id,is_anchor,is_public,last_connected,prefix_v4,prefix_v6,status,status_since,tags,total_uptime,type
93.227.84.113,,3320.0,,DE,tyrola.dev,5080,1728763314.0,"{'type': 'Point', 'coordinates': [8.4915, 52.1405]}",1009097,False,True,1737898110.0,93.192.0.0/10,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-26T07:14:20Z'}",1737875660.0,"[{'name': 'system: Software', 'slug': 'system-software'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'Starlink', 'slug': 'starlink'}, {'name': 'Multihomed', 'slug': 'multihomed'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'Telekom', 'slug': 'telekom'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}]",9103667,Probe
80.151.72.192,,3320.0,,CH,AS201155-lgs42,5080,1431800880.0,"{'type': 'Point', 'coordinates': [8.3695, 46.9595]}",19754,False,True,1694565945.0,80.144.0.0/13,,"{'id': 3, 'name': 'Abandoned', 'since': '2023-09-13T00:45:45Z'}",1694565945.0,"[{'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'Multihomed', 'slug': 'multihomed'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'Native IPv4', 'slug': 'native-ipv4'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: Flash drive filesystem corrupted', 'slug': 'system-flash-drive-filesystem-corrupted'}, {'name': 'system: Trying to connect', 'slug': 'system-trying-to-connect'}]",73126248,Probe
79.246.162.187,2003:f1:4f28:2900::1,3320.0,3320.0,DE,,5080,1712944810.0,"{'type': 'Point', 'coordinates': [10.0195, 47.8275]}",1007950,False,True,1731868812.0,79.192.0.0/10,2003::/19,"{'id': 2, 'name': 'Disconnected', 'since': '2024-11-17T18:40:12Z'}",1731868812.0,"[{'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: Software', 'slug': 'system-software'}]",18769418,Probe
217.240.162.117,2003:c8:274b:460c:fa1a:67ff:fe4d:8529,3320.0,3320.0,DE,,5080,1367060798.0,"{'type': 'Point', 'coordinates': [10.4485, 48.3375]}",10920,False,True,1737897952.0,217.224.0.0/11,2003::/19,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T13:59:15Z'}",1737381555.0,"[{'name': 'NAT', 'slug': 'nat'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': ""system: IPv6 Doesn't Work"", 'slug': 'system-ipv6-doesnt-work'}]",366467486,Probe
217.231.130.147,2003:f7:b703:d500:be24:11ff:fe1c:af2c,3320.0,3320.0,DE,atlas-rade1,5100,1730479943.0,"{'type': 'Point', 'coordinates': [7.3485, 51.2075]}",1009330,False,True,1737898240.0,217.224.0.0/11,2003::/19,"{'id': 1, 'name': 'Connected', 'since': '2025-01-25T12:39:15Z'}",1737808755.0,"[{'name': 'system: IPv6 Stable 30d', 'slug': 'system-ipv6-stable-30d'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv6 Works', 'slug': 'system-ipv6-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: Software', 'slug': 'system-software'}, {'name': 'Native IPv4', 'slug': 'native-ipv4'}, {'name': 'Fibre', 'slug': 'fibre'}, {'name': 'DTAG', 'slug': 'dtag'}, {'name': 'GPON', 'slug': 'gpon'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'FTTH', 'slug': 'ftth'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'VPS', 'slug': 'vps'}, {'name': 'dual-stack', 'slug': 'dual-stack'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'Telekom', 'slug': 'telekom'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'Proxmox', 'slug': 'proxmox-2'}]",7248050,Probe
37.81.27.241,,3320.0,,DE,de-gel-p-hm-lte,5080,1672681250.0,"{'type': 'Point', 'coordinates': [6.3775, 51.5275]}",60411,False,True,1737898058.0,37.80.0.0/12,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-25T07:58:17Z'}",1737791897.0,"[{'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'DSL', 'slug': 'dsl'}, {'name': 'VDSL Supervectoring', 'slug': 'vdsl-supervectoring'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: V5', 'slug': 'system-v5'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}]",61543695,Probe
93.228.129.45,2003:dc:df07:2e01:1:76ff:fed8:6526,3320.0,3320.0,DE,,5080,1530368329.0,"{'type': 'Point', 'coordinates': [11.2575, 48.2215]}",50008,False,True,1737898035.0,93.192.0.0/10,2003::/19,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T14:00:21Z'}",1737381621.0,"[{'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'Starlink', 'slug': 'starlink'}, {'name': 'Satellite', 'slug': 'satellite'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv6 Works', 'slug': 'system-ipv6-works'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv6 Stable 1d', 'slug': 'system-ipv6-stable-1d'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}]",199254011,Probe
79.221.203.120,2003:c9:dbde:ab00:a62b:b0ff:fee0:156e,3320.0,3320.0,DE,,4750,1480340292.0,"{'type': 'Point', 'coordinates': [6.5305, 49.9695]}",29464,False,True,1487178420.0,79.192.0.0/10,2003::/19,"{'id': 3, 'name': 'Abandoned', 'since': '2017-02-15T17:07:00Z'}",1487178420.0,"[{'name': 'DSL', 'slug': 'dsl'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'VDSL', 'slug': 'vdsl'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'VDSL2', 'slug': 'vdsl2'}, {'name': 'DTAG', 'slug': 'dtag'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'Telekom', 'slug': 'telekom'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: Flash drive filesystem corrupted', 'slug': 'system-flash-drive-filesystem-corrupted'}]",7960914,Probe
93.223.241.221,,3320.0,,DE,Vodafone Cable IPv4,5080,1704106288.0,"{'type': 'Point', 'coordinates': [7.4785, 53.3115]}",1007228,False,True,1737898102.0,93.192.0.0/10,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-24T08:09:18Z'}",1737706158.0,"[{'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: Software', 'slug': 'system-software'}, {'name': 'Cable', 'slug': 'cable'}, {'name': 'Double-NAT', 'slug': 'double-nat'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}]",33258178,Probe
217.91.218.119,,3320.0,,DE,NCI GmbH,5080,1498062098.0,"{'type': 'Point', 'coordinates': [12.2395, 48.1795]}",33444,False,True,1737898027.0,217.80.0.0/12,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-21T10:38:14Z'}",1737455894.0,"[{'name': 'NAT', 'slug': 'nat'}, {'name': 'dual-stack', 'slug': 'dual-stack'}, {'name': 'VDSL2', 'slug': 'vdsl2'}, {'name': 'DTAG', 'slug': 'dtag'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'Homeoffice', 'slug': 'homeoffice'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}]",239281551,Probe
79.201.30.197,,3320.0,,DE,IDS services Probe Herdecke,5080,1481696136.0,"{'type': 'Point', 'coordinates': [7.4415, 51.3975]}",31691,False,True,1737898020.0,79.192.0.0/10,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T02:17:38Z'}",1737339458.0,"[{'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'Native IPv4', 'slug': 'native-ipv4'}, {'name': 'DTAG', 'slug': 'dtag'}, {'name': 'VDSL', 'slug': 'vdsl'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}]",251974328,Probe
91.3.55.116,2003:c5:e73f:3c00:a62b:b0ff:fef1:5938,3320.0,3320.0,DE,G-DS.de Büro (VDSL250/50),0,1494442630.0,"{'type': 'Point', 'coordinates': [7.9375, 51.4615]}",30618,False,True,1624540857.0,91.0.0.0/10,2003::/19,"{'id': 3, 'name': 'Abandoned', 'since': '2021-06-24T13:20:57Z'}",1624540857.0,"[{'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'Office', 'slug': 'office'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'DTAG', 'slug': 'dtag'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'Native IPv4', 'slug': 'native-ipv4'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: Flash drive filesystem corrupted', 'slug': 'system-flash-drive-filesystem-corrupted'}]",117976850,Probe
91.14.44.194,,3320.0,,DE,,5080,1474791961.0,"{'type': 'Point', 'coordinates': [10.0315, 47.6605]}",29396,False,True,1737898011.0,91.0.0.0/10,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T13:55:21Z'}",1737381321.0,"[{'name': 'Fibre', 'slug': 'fibre'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'GPON', 'slug': 'gpon'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'DTAG', 'slug': 'dtag'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}]",145120055,Probe
87.176.80.188,,3320.0,,DE,,5080,1591448621.0,"{'type': 'Point', 'coordinates': [10.5015, 50.0395]}",53485,False,True,1737898048.0,87.128.0.0/10,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-25T06:19:49Z'}",1737785989.0,"[{'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}]",146182950,Probe
